Datum und Uhrzeit,Auslastung
2024-03-21 13:28:04,40% Auslastung Skigebiet
Datum und Uhrzeit,Auslastung,Temperatur,Pisten-KM,Anlagen
2024-03-21 15:58:20,41% Auslastung Skigebiet,9°,0,0
